Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western
Cherry 2000,0.46294307196562834,0.36531365313653136,0.3333333333333333,0.6021505376344085,0.0036666666666666666,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honey Boy,0.4731471535982814,0.34686346863468637,0.6666666666666666,0.7741935483870968,0.014,0.05,0.0,0.0,0.2,0.95,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother Couch,0.47529538131041893,0.35424354243542433,0.6666666666666666,0.5698924731182795,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The NeverEnding Story II: The Next Chapter,0.45757250268528465,0.3284132841328413,0.3333333333333333,0.5483870967741935,0.009333333333333334,0.1,0.65,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.7,0.85,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Shot in the Dark,0.44360902255639095,0.3763837638376384,0.6666666666666666,0.7849462365591398,0.010666666666666666,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.85,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Beyond a Reasonable Doubt,0.4677765843179377,0.39114391143911437,0.6666666666666666,0.6236559139784945,0.004666666666666667,0.05,0.01,0.0,0.03,0.0,0.0,0.75,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.95,0.02,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Christmas with the Campbells,0.4747583243823845,0.3247232472324723,0.6666666666666666,0.5806451612903226,0.0,0.01,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.25,0.0,0.95,0.02,0.98,0.0,0.0,0.0,0.15,0.1,0.02,0.0,0.2,0.25,0.0,0.0,0.01,0.0,0.0
Rollerball,0.44951664876476904,0.4612546125461255,0.6666666666666666,0.6989247311827956,0.01,0.95,0.7,0.0,0.2,0.05,0.1,0.15,0.1,0.0,0.8,0.6,0.05,0.1,0.95,0.15,0.15,0.05,0.1,0.0,0.15,0.05,0.05,0.0,0.85,0.9,0.85,0.05,0.0
Control,0.46670247046186897,0.45018450184501846,0.6666666666666666,0.8172043010752688,0.023,0.0,0.0,0.0,0.3,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strangers,0.4758324382384533,0.39114391143911437,0.6666666666666666,0.4623655913978494,9.333333333333333e-05,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
The Unborn,0.4677765843179377,0.3247232472324723,0.3333333333333333,0.5053763440860215,0.018,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0
Macbeth,0.4473684210526316,0.5166051660516605,0.6666666666666666,0.7956989247311828,0.005,0.2,0.05,0.0,0.3,0.15,0.0,0.1,0.0,0.0,0.95,0.1,0.0,0.05,0.99,0.8,0.9,0.1,0.15,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.0
The Last Mimzy,0.46670247046186897,0.33210332103321033,0.3333333333333333,0.6666666666666666,0.007333333333333333,0.0,0.05,0.9,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.75,1.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Shut In,0.4747583243823845,0.3284132841328413,0.6666666666666666,0.6236559139784945,0.0036666666666666666,0.01,0.01,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Oklahoma!,0.4387755102040816,0.5350553505535055,0.16666666666666666,0.7526881720430108,0.005,0.05,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.3,0.4,0.0,1.0,0.3,0.0,0.0,0.9,0.95,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Human Stain,0.46455424274973145,0.39114391143911437,0.6666666666666666,0.6666666666666666,0.011,0.05,0.0,0.0,0.2,0.8,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
To Have and Have Not,0.43286788399570353,0.36900369003690037,0.6666666666666666,0.8387096774193548,0.013,0.6,0.3,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.3,0.2,0.0,0.0,0.0,0.2,0.0,0.4
Michael Collins,0.4607948442534909,0.4907749077490775,0.6666666666666666,0.7634408602150536,0.011333333333333334,0.1,0.05,0.0,0.15,0.95,0.0,0.05,0.0,0.0,0.9,0.2,0.0,0.0,0.99,0.9,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.8,0.0
Mr. Smith Goes to Washington,0.4301825993555317,0.47601476014760147,0.16666666666666666,0.8709677419354838,0.041,0.05,0.0,0.0,0.1,0.2,0.35,0.0,0.1,0.0,0.8,0.0,0.2,0.0,1.0,0.7,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Light Between Oceans,0.4715359828141783,0.4907749077490775,0.3333333333333333,0.7741935483870968,0.02033333333333333,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.1,0.0,1.0,0.1,0.3,0.0,0.1,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.0
The Doom Generation,0.4602577873254565,0.3062730627306273,0.16666666666666666,0.6559139784946235,0.006,0.2,0.0,0.0,0.15,0.0,0.1,0.05,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
Kiss of the Dragon,0.46348012889366275,0.36162361623616235,0.6666666666666666,0.7096774193548386,0.022333333333333334,0.2,0.3,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.1,0.6,0.95,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0
Werewolves Within,0.47422126745435017,0.35793357933579334,0.6666666666666666,0.6451612903225806,0.008666666666666666,0.7,0.2,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.85,1.0,0.0,0.0,0.95,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
The Last Detail,0.44844253490870034,0.3837638376383764,0.6666666666666666,0.8064516129032258,0.009666666666666667,0.1,0.0,0.0,0.15,0.05,0.85,0.2,0.9,0.0,0.75,0.0,0.1,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Babes in Toyland,0.44199785177228784,0.39114391143911437,0.6666666666666666,0.6559139784946235,0.0,0.1,0.75,0.95,0.2,0.0,0.6,0.0,0.15,0.0,0.25,0.05,0.9,0.8,1.0,0.0,0.0,0.05,0.85,0.98,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
Purple Rain,0.45435016111707843,0.4095940959409594,0.6666666666666666,0.6989247311827956,0.008333333333333333,0.75,0.2,0.0,0.6,0.4,0.1,0.05,0.0,0.0,0.8,0.3,0.15,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0
Crush,0.4747583243823845,0.34317343173431736,0.6666666666666666,0.6774193548387096,0.0033333333333333335,0.05,0.01,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0
Slumberland,0.4747583243823845,0.4317343173431734,0.3333333333333333,0.7204301075268816,0.011333333333333334,0.2,0.6,0.7,0.15,0.0,0.4,0.0,0.0,0.0,0.55,0.05,0.8,0.9,1.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0
Seconds,0.4446831364124597,0.39114391143911437,0.6666666666666666,0.8172043010752688,0.007666666666666666,0.2,0.05,0.0,0.4,0.15,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
The Funhouse,0.4527389903329753,0.35424354243542433,0.6666666666666666,0.6344086021505376,0.005666666666666667,0.05,0.0,0.0,0.6,0.0,0.1,0.0,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
Jesus Christ Superstar,0.44844253490870034,0.39114391143911437,0.16666666666666666,0.7956989247311828,0.01,0.05,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.95,0.9,0.9,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disturbing Behavior,0.46186895810955964,0.30996309963099633,0.6666666666666666,0.6021505376344085,0.008666666666666666,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Dual,0.4747583243823845,0.34686346863468637,0.6666666666666666,0.6236559139784945,0.004666666666666667,0.75,0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
The Big Country,0.44038668098818473,0.6125461254612546,0.6666666666666666,0.8494623655913979,0.007333333333333333,0.2,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.95,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.9
Date Movie,0.46616541353383456,0.3062730627306273,0.3333333333333333,0.30107526881720426,0.021,0.05,0.01,0.0,0.0,0.0,0.95,0.05,0.9,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.05,0.0,0.0
Nobody's Fool,0.4597207303974221,0.4059040590405904,0.6666666666666666,0.7849462365591398,0.007666666666666666,0.05,0.0,0.0,0.05,0.7,0.25,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Big Jake,0.4473684210526316,0.4059040590405904,0.3333333333333333,0.7634408602150536,0.005,0.7,0.65,0.0,0.1,0.05,0.15,0.05,0.1,0.0,0.5,0.2,0.4,0.0,1.0,0.15,0.25,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.95
Escape to Witch Mountain,0.44951664876476904,0.35793357933579334,0.16666666666666666,0.6774193548387096,0.004,0.65,0.95,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.9,0.7,1.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Battle of the Sexes,0.47207303974221265,0.44649446494464945,0.3333333333333333,0.7204301075268816,0.02033333333333333,0.1,0.0,0.0,0.05,0.95,0.4,0.0,0.2,0.0,0.9,0.05,0.1,0.0,1.0,0.8,0.9,0.0,0.15,0.2,0.05,0.0,0.6,0.5,0.0,0.75,0.05,0.0,0.0
Return to Me,0.46294307196562834,0.42435424354243545,0.6666666666666666,0.7526881720430108,0.007666666666666666,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
To the Wonder,0.46938775510204084,0.4132841328413284,0.6666666666666666,0.6236559139784945,0.01,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Punisher: War Zone,0.4672395273899033,0.3800738007380074,0.6666666666666666,0.6344086021505376,0.02266666666666667,0.95,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
The Last Summer,0.4731471535982814,0.4022140221402214,0.6666666666666666,0.5913978494623655,0.005,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Ricochet,0.458109559613319,0.3763837638376384,0.6666666666666666,0.6666666666666666,0.007,0.95,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Circle,0.47099892588614395,0.3210332103321033,0.6666666666666666,0.6451612903225806,0.02266666666666667,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Girl Lost,0.4715359828141783,0.3505535055350554,0.16666666666666666,0.6559139784946235,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van Wilder: The Rise of Taj,0.46616541353383456,0.35793357933579334,0.6666666666666666,0.5161290322580645,0.008,0.1,0.15,0.0,0.05,0.0,0.85,0.05,0.2,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.25,0.7,0.0,0.0,0.0,0.0,0.0
Philomena,0.4699248120300752,0.36162361623616235,0.3333333333333333,0.8172043010752688,0.035,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
88 Minutes,0.46670247046186897,0.3985239852398524,0.6666666666666666,0.6344086021505376,0.026333333333333334,0.6,0.05,0.0,0.05,0.1,0.0,0.2,0.0,0.95,0.4,0.0,0.0,0.0,0.95,0.25,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Becoming Jane,0.46670247046186897,0.44280442804428044,0.3333333333333333,0.7526881720430108,0.022,0.01,0.05,0.0,0.15,0.95,0.1,0.01,0.0,0.0,0.9,0.05,0.05,0.0,0.98,0.8,0.0,0.0,0.35,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0
A Day Without a Mexican,0.46509129967776586,0.36900369003690037,0.6666666666666666,0.5161290322580645,0.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.75,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Get Over It,0.46348012889366275,0.3210332103321033,0.16666666666666666,0.6129032258064516,0.006666666666666667,0.01,0.0,0.0,0.01,0.0,0.7,0.0,0.45,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Shall We Dance?,0.46509129967776586,0.39114391143911437,0.3333333333333333,0.6666666666666666,0.016666666666666666,0.05,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.8,0.95,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Bonfire of the Vanities,0.45757250268528465,0.4612546125461255,0.6666666666666666,0.6021505376344085,0.009,0.05,0.0,0.0,0.2,0.1,0.3,0.1,0.4,0.0,0.8,0.1,0.0,0.0,0.9,0.1,0.2,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
The Cobbler,0.47046186895810954,0.36531365313653136,0.3333333333333333,0.6236559139784945,0.020666666666666667,0.1,0.05,0.0,0.15,0.0,0.6,0.05,0.55,0.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0
Hell Is for Heroes,0.44253490870032225,0.33210332103321033,0.6666666666666666,0.7419354838709677,0.0,0.75,0.05,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
After Yang,0.47422126745435017,0.35424354243542433,0.3333333333333333,0.7096774193548386,0.008,0.05,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Quo Vadis,0.43662728249194416,0.6309963099630996,0.6666666666666666,0.7634408602150536,0.005666666666666667,0.2,0.3,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.0,0.9,0.8,0.9,0.0,0.2,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.2,0.0
Cult of Chucky,0.47207303974221265,0.33579335793357934,0.6666666666666666,0.5698924731182795,0.010333333333333333,0.2,0.05,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Kung Pow: Enter the Fist,0.4640171858216971,0.2988929889298893,0.3333333333333333,0.6666666666666666,0.01633333333333333,0.85,0.2,0.0,0.1,0.0,0.95,0.05,0.9,0.0,0.15,0.0,0.1,0.7,1.0,0.05,0.0,0.15,0.1,0.05,0.1,0.0,0.05,0.15,0.6,0.0,0.2,0.0,0.0
Noel,0.46509129967776586,0.35424354243542433,0.3333333333333333,0.6559139784946235,0.0036666666666666666,0.01,0.05,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.55,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Hard to Get,0.4296455424274973,0.3025830258302583,0.16666666666666666,0.7204301075268816,0.0002486666666666667,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0
Gulliver's Travels,0.4683136412459721,0.31365313653136534,0.16666666666666666,0.5268817204301075,0.025,0.6,0.85,0.1,0.25,0.05,0.7,0.0,0.0,0.0,0.5,0.3,0.75,0.9,1.0,0.2,0.0,0.05,0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
Shell,0.4758324382384533,0.36900369003690037,0.6666666666666666,0.6989247311827956,1.6666666666666667e-05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At Eternity's Gate,0.47261009667024706,0.4095940959409594,0.16666666666666666,0.7419354838709677,0.013666666666666667,0.05,0.0,0.0,0.65,0.95,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.9,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty Shop,0.4656283566058002,0.3874538745387454,0.3333333333333333,0.6021505376344085,0.006333333333333333,0.0,0.0,0.0,0.1,0.0,0.85,0.05,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0
Americana,0.47529538131041893,0.4059040590405904,0.6666666666666666,0.7096774193548386,5.2e-05,0.05,0.1,0.0,0.2,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hudson Hawk,0.458109559613319,0.36900369003690037,0.6666666666666666,0.6129032258064516,0.02033333333333333,0.95,0.7,0.0,0.1,0.0,0.9,0.6,0.9,0.0,0.2,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.75,0.65,0.0,0.0,0.0,0.0,0.85,0.0,0.2
Pat Garrett & Billy the Kid,0.44844253490870034,0.45018450184501846,0.16666666666666666,0.7741935483870968,0.007333333333333333,0.85,0.2,0.0,0.15,0.95,0.05,0.7,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.9,0.9,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.98
Boomerang,0.45864661654135336,0.4317343173431734,0.6666666666666666,0.6021505376344085,0.010666666666666666,0.1,0.05,0.0,0.05,0.0,0.8,0.05,0.75,0.0,0.2,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0
Poltergeist II: The Other Side,0.45542427497314714,0.33579335793357934,0.3333333333333333,0.6129032258064516,0.010333333333333333,0.1,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.2,0.25,1.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
"Hello, Dolly!",0.4462943071965628,0.5387453874538746,0.16666666666666666,0.7526881720430108,0.005666666666666667,0.0,0.0,0.0,0.05,0.05,0.7,0.0,0.1,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.05,0.0,0.95,0.98,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0
Holmes & Watson,0.47261009667024706,0.33210332103321033,0.3333333333333333,0.4193548387096774,0.013333333333333334,0.05,0.1,0.0,0.01,0.05,0.75,0.15,0.6,0.0,0.2,0.0,0.1,0.0,0.95,0.1,0.1,0.0,0.05,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0
Without Blood,0.4758324382384533,0.33579335793357934,0.6666666666666666,0.7849462365591398,2.2e-05,0.2,0.05,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Naked Fear,0.46670247046186897,0.3985239852398524,0.6666666666666666,0.5483870967741935,0.0,0.2,0.05,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Palm Swings,0.47368421052631576,0.3505535055350554,1.0,0.4731182795698925,0.0,0.01,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Soft & Quiet,0.4747583243823845,0.33948339483394835,0.6666666666666666,0.6666666666666666,0.0036666666666666666,0.01,0.01,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.85,0.0,0.01,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0
For Love of the Game,0.462406015037594,0.5055350553505535,0.16666666666666666,0.7096774193548386,0.012666666666666666,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
Thoroughbreds,0.47207303974221265,0.33948339483394835,0.6666666666666666,0.7096774193548386,0.015666666666666666,0.05,0.0,0.0,0.2,0.0,0.1,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0
Devil in a Blue Dress,0.4602577873254565,0.3763837638376384,0.6666666666666666,0.7311827956989246,0.008333333333333333,0.15,0.05,0.0,0.2,0.05,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.7,0.7,0.0,0.1,0.0,0.9,0.98,0.1,0.0,0.0,0.0,0.85,0.0,0.2
The Speedway Murders,0.47529538131041893,0.3726937269372694,0.6666666666666666,0.7311827956989246,9.933333333333334e-05,0.2,0.05,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.1,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Into the Storm,0.47046186895810954,0.3284132841328413,0.3333333333333333,0.6236559139784945,0.024333333333333332,0.75,0.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.0,0.95,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
A Guide for the Married Man,0.4452201933404941,0.3284132841328413,0.16666666666666666,0.7096774193548386,0.001,0.01,0.01,0.0,0.0,0.0,0.75,0.05,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
The Falcon and the Snowman,0.4548872180451128,0.4833948339483395,0.6666666666666666,0.7311827956989246,0.004333333333333333,0.1,0.0,0.0,0.0,0.95,0.05,0.9,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.85,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
