,Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western
4707,Hope and Glory,0.45596133190118154,0.41697416974169743,0.16666666666666666,0.7849462365591398,0.005,0.05,0.01,0.0,0.25,0.15,0.1,0.0,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.0
4708,United 93,0.46616541353383456,0.4095940959409594,0.6666666666666666,0.8172043010752688,0.037333333333333336,0.2,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.85,0.0
4709,Zombeavers,0.47046186895810954,0.28413284132841327,0.6666666666666666,0.5161290322580645,0.007,0.5,0.2,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.6,0.3,1.0,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
4710,The Benchwarmers,0.46616541353383456,0.31365313653136534,0.3333333333333333,0.5913978494623655,0.018666666666666668,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.8,0.0,0.0,0.0
4711,Soldier,0.46186895810955964,0.36531365313653136,0.6666666666666666,0.6451612903225806,0.02,0.95,0.6,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.7,0.2,0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0
4712,First Shift,0.4758324382384533,0.3284132841328413,0.6666666666666666,0.45161290322580644,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
4713,Shelby Oaks,0.4758324382384533,0.36531365313653136,0.6666666666666666,0.6559139784946235,6.6e-05,0.05,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4714,The Family That Preys,0.4672395273899033,0.4095940959409594,0.3333333333333333,0.6451612903225806,0.0,0.2,0.05,0.0,0.15,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
4715,Only Angels Have Wings,0.4301825993555317,0.44649446494464945,0.6666666666666666,0.8172043010752688,0.005333333333333333,0.1,0.2,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.75,0.15,0.1,0.0,1.0,0.05,0.0,0.0,0.15,0.1,0.05,0.05,0.9,0.0,0.0,0.0,0.05,0.0,0.0
4716,The One,0.46348012889366275,0.3210332103321033,0.3333333333333333,0.6344086021505376,0.03233333333333333,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0
4717,V/H/S/2,0.4699248120300752,0.35424354243542433,0.6666666666666666,0.6451612903225806,0.015333333333333332,0.05,0.02,0.0,0.15,0.0,0.1,0.05,0.0,0.0,0.18,0.0,0.0,0.05,0.95,0.02,0.0,0.85,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4718,The Ladykillers,0.46509129967776586,0.3837638376383764,0.6666666666666666,0.6666666666666666,0.03666666666666667,0.1,0.05,0.0,0.15,0.0,0.85,0.2,0.9,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
4719,Insidious: Chapter 3,0.47099892588614395,0.35793357933579334,0.3333333333333333,0.6559139784946235,0.04066666666666666,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4720,The Legend of Hercules,0.47046186895810954,0.36531365313653136,0.3333333333333333,0.4623655913978494,0.019,0.85,0.7,0.0,0.05,0.1,0.05,0.1,0.0,0.0,0.3,0.6,0.2,0.75,0.95,0.4,0.0,0.1,0.15,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0
4721,The Bloody Hundredth,0.4758324382384533,0.22878228782287824,0.6666666666666666,0.8064516129032258,0.0,0.7,0.1,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.2,0.75,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
4722,Waking Life,0.46348012889366275,0.36531365313653136,0.6666666666666666,0.8279569892473118,0.02266666666666667,0.05,0.05,0.95,0.8,0.05,0.2,0.05,0.0,0.05,0.7,0.05,0.1,0.1,0.95,0.05,0.0,0.05,0.2,0.05,0.1,0.05,0.05,0.0,0.0,0.05,0.1,0.05,0.05
4723,The Spy Who Dumped Me,0.47261009667024706,0.4317343173431734,0.6666666666666666,0.6451612903225806,0.028,0.7,0.65,0.0,0.05,0.0,0.9,0.2,0.85,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.0
4724,All I See Is You,0.4715359828141783,0.4022140221402214,0.6666666666666666,0.5806451612903226,0.004666666666666667,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
4725,Captive State,0.4731471535982814,0.4022140221402214,0.3333333333333333,0.6451612903225806,0.019666666666666666,0.75,0.6,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.7,0.3,0.0,0.2,0.95,0.4,0.0,0.15,0.05,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0
4726,Outlaws and Angels,0.4715359828141783,0.44280442804428044,0.6666666666666666,0.5806451612903226,0.0,0.7,0.65,0.0,0.1,0.2,0.05,0.85,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.9
4727,On the Rocks,0.47368421052631576,0.35424354243542433,0.6666666666666666,0.6881720430107526,0.012333333333333333,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.75,0.0,0.85,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0
4728,The Red Sea Diving Resort,0.4731471535982814,0.47601476014760147,0.6666666666666666,0.7096774193548386,0.011,0.65,0.7,0.0,0.15,0.2,0.05,0.1,0.0,0.0,0.8,0.3,0.25,0.0,0.95,0.6,0.75,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.5,0.0
4729,Deadgirl,0.4672395273899033,0.3726937269372694,0.6666666666666666,0.5913978494623655,0.006666666666666667,0.6,0.1,0.0,0.2,0.0,0.15,0.05,0.0,0.0,0.7,0.0,0.0,0.05,1.0,0.0,0.0,0.85,0.1,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0
4730,Galaxy of Terror,0.4527389903329753,0.2988929889298893,0.16666666666666666,0.5376344086021505,0.0,0.2,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.95,0.0,0.0,0.85,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
4731,Welcome To Holland,0.47636949516648763,0.0,0.6666666666666666,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.7,0.0,0.65,0.0,0.55,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4732,The Adventures of Robin Hood,0.4296455424274973,0.3763837638376384,0.6666666666666666,0.8494623655913979,0.018333333333333333,0.95,0.98,0.0,0.15,0.2,0.7,0.1,0.0,0.0,0.85,0.75,0.9,0.6,1.0,0.9,0.0,0.0,0.2,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.05,0.2
4733,Radio Flyer,0.45864661654135336,0.42066420664206644,0.6666666666666666,0.7419354838709677,0.004666666666666667,0.05,0.2,0.0,0.15,0.0,0.3,0.0,0.1,0.0,0.6,0.0,0.55,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4734,The Gunslingers,0.47636949516648763,0.0,0.16666666666666666,0.0,0.0,0.95,0.8,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.3,0.2,0.05,0.0,0.95,0.5,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0
4735,Happy Death Day 2U,0.4731471535982814,0.36900369003690037,0.3333333333333333,0.6666666666666666,0.029666666666666668,0.1,0.05,0.0,0.05,0.0,0.8,0.0,0.75,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.6,0.1,0.0,0.7,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0
4736,Killers,0.4683136412459721,0.36900369003690037,0.3333333333333333,0.5913978494623655,0.03233333333333333,0.75,0.1,0.0,0.05,0.0,0.2,0.9,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0
4737,Sabotage,0.47046186895810954,0.4022140221402214,0.6666666666666666,0.6129032258064516,0.022333333333333334,0.85,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0
4738,Cherry 2000,0.46294307196562834,0.36531365313653136,0.3333333333333333,0.6021505376344085,0.0036666666666666666,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4739,Honey Boy,0.4731471535982814,0.34686346863468637,0.6666666666666666,0.7741935483870968,0.014,0.05,0.0,0.0,0.2,0.95,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4740,Mother Couch,0.47529538131041893,0.35424354243542433,0.6666666666666666,0.5698924731182795,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4741,The NeverEnding Story II: The Next Chapter,0.45757250268528465,0.3284132841328413,0.3333333333333333,0.5483870967741935,0.009333333333333334,0.1,0.65,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.7,0.85,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4742,A Shot in the Dark,0.44360902255639095,0.3763837638376384,0.6666666666666666,0.7849462365591398,0.010666666666666666,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.85,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
4743,Beyond a Reasonable Doubt,0.4677765843179377,0.39114391143911437,0.6666666666666666,0.6236559139784945,0.004666666666666667,0.05,0.01,0.0,0.03,0.0,0.0,0.75,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.95,0.02,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4744,Christmas with the Campbells,0.4747583243823845,0.3247232472324723,0.6666666666666666,0.5806451612903226,0.0,0.01,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.25,0.0,0.95,0.02,0.98,0.0,0.0,0.0,0.15,0.1,0.02,0.0,0.2,0.25,0.0,0.0,0.01,0.0,0.0
4745,Rollerball,0.44951664876476904,0.4612546125461255,0.6666666666666666,0.6989247311827956,0.01,0.95,0.7,0.0,0.2,0.05,0.1,0.15,0.1,0.0,0.8,0.6,0.05,0.1,0.95,0.15,0.15,0.05,0.1,0.0,0.15,0.05,0.05,0.0,0.85,0.9,0.85,0.05,0.0
4746,Control,0.46670247046186897,0.45018450184501846,0.6666666666666666,0.8172043010752688,0.023,0.0,0.0,0.0,0.3,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4747,Strangers,0.4758324382384533,0.39114391143911437,0.6666666666666666,0.4623655913978494,9.333333333333333e-05,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
4748,The Unborn,0.4677765843179377,0.3247232472324723,0.3333333333333333,0.5053763440860215,0.018,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0
4749,Macbeth,0.4473684210526316,0.5166051660516605,0.6666666666666666,0.7956989247311828,0.005,0.2,0.05,0.0,0.3,0.15,0.0,0.1,0.0,0.0,0.95,0.1,0.0,0.05,0.99,0.8,0.9,0.1,0.15,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.0
4750,The Last Mimzy,0.46670247046186897,0.33210332103321033,0.3333333333333333,0.6666666666666666,0.007333333333333333,0.0,0.05,0.9,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.75,1.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
4751,Shut In,0.4747583243823845,0.3284132841328413,0.6666666666666666,0.6236559139784945,0.0036666666666666666,0.01,0.01,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
4752,Oklahoma!,0.4387755102040816,0.5350553505535055,0.16666666666666666,0.7526881720430108,0.005,0.05,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.3,0.4,0.0,1.0,0.3,0.0,0.0,0.9,0.95,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
4753,The Human Stain,0.46455424274973145,0.39114391143911437,0.6666666666666666,0.6666666666666666,0.011,0.05,0.0,0.0,0.2,0.8,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
4754,To Have and Have Not,0.43286788399570353,0.36900369003690037,0.6666666666666666,0.8387096774193548,0.013,0.6,0.3,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.3,0.2,0.0,0.0,0.0,0.2,0.0,0.4
4755,Michael Collins,0.4607948442534909,0.4907749077490775,0.6666666666666666,0.7634408602150536,0.011333333333333334,0.1,0.05,0.0,0.15,0.95,0.0,0.05,0.0,0.0,0.9,0.2,0.0,0.0,0.99,0.9,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.8,0.0
4756,Mr. Smith Goes to Washington,0.4301825993555317,0.47601476014760147,0.16666666666666666,0.8709677419354838,0.041,0.05,0.0,0.0,0.1,0.2,0.35,0.0,0.1,0.0,0.8,0.0,0.2,0.0,1.0,0.7,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4757,The Light Between Oceans,0.4715359828141783,0.4907749077490775,0.3333333333333333,0.7741935483870968,0.02033333333333333,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.1,0.0,1.0,0.1,0.3,0.0,0.1,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.0
4758,The Doom Generation,0.4602577873254565,0.3062730627306273,0.16666666666666666,0.6559139784946235,0.006,0.2,0.0,0.0,0.15,0.0,0.1,0.05,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
4759,Kiss of the Dragon,0.46348012889366275,0.36162361623616235,0.6666666666666666,0.7096774193548386,0.022333333333333334,0.2,0.3,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.1,0.6,0.95,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0
4760,Werewolves Within,0.47422126745435017,0.35793357933579334,0.6666666666666666,0.6451612903225806,0.008666666666666666,0.7,0.2,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.85,1.0,0.0,0.0,0.95,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4761,The Last Detail,0.44844253490870034,0.3837638376383764,0.6666666666666666,0.8064516129032258,0.009666666666666667,0.1,0.0,0.0,0.15,0.05,0.85,0.2,0.9,0.0,0.75,0.0,0.1,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0
4762,Babes in Toyland,0.44199785177228784,0.39114391143911437,0.6666666666666666,0.6559139784946235,0.0,0.1,0.75,0.95,0.2,0.0,0.6,0.0,0.15,0.0,0.25,0.05,0.9,0.8,1.0,0.0,0.0,0.05,0.85,0.98,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
4763,Purple Rain,0.45435016111707843,0.4095940959409594,0.6666666666666666,0.6989247311827956,0.008333333333333333,0.75,0.2,0.0,0.6,0.4,0.1,0.05,0.0,0.0,0.8,0.3,0.15,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0
4764,Crush,0.4747583243823845,0.34317343173431736,0.6666666666666666,0.6774193548387096,0.0033333333333333335,0.05,0.01,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0
4765,Slumberland,0.4747583243823845,0.4317343173431734,0.3333333333333333,0.7204301075268816,0.011333333333333334,0.2,0.6,0.7,0.15,0.0,0.4,0.0,0.0,0.0,0.55,0.05,0.8,0.9,1.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0
4766,Seconds,0.4446831364124597,0.39114391143911437,0.6666666666666666,0.8172043010752688,0.007666666666666666,0.2,0.05,0.0,0.4,0.15,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4767,The Funhouse,0.4527389903329753,0.35424354243542433,0.6666666666666666,0.6344086021505376,0.005666666666666667,0.05,0.0,0.0,0.6,0.0,0.1,0.0,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
4768,Jesus Christ Superstar,0.44844253490870034,0.39114391143911437,0.16666666666666666,0.7956989247311828,0.01,0.05,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.95,0.9,0.9,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4769,Disturbing Behavior,0.46186895810955964,0.30996309963099633,0.6666666666666666,0.6021505376344085,0.008666666666666666,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
4770,Dual,0.4747583243823845,0.34686346863468637,0.6666666666666666,0.6236559139784945,0.004666666666666667,0.75,0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
4771,The Big Country,0.44038668098818473,0.6125461254612546,0.6666666666666666,0.8494623655913979,0.007333333333333333,0.2,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.95,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.9
4772,Date Movie,0.46616541353383456,0.3062730627306273,0.3333333333333333,0.30107526881720426,0.021,0.05,0.01,0.0,0.0,0.0,0.95,0.05,0.9,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.05,0.0,0.0
4773,Nobody's Fool,0.4597207303974221,0.4059040590405904,0.6666666666666666,0.7849462365591398,0.007666666666666666,0.05,0.0,0.0,0.05,0.7,0.25,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
4774,Big Jake,0.4473684210526316,0.4059040590405904,0.3333333333333333,0.7634408602150536,0.005,0.7,0.65,0.0,0.1,0.05,0.15,0.05,0.1,0.0,0.5,0.2,0.4,0.0,1.0,0.15,0.25,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.95
4775,Escape to Witch Mountain,0.44951664876476904,0.35793357933579334,0.16666666666666666,0.6774193548387096,0.004,0.65,0.95,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.9,0.7,1.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
4776,Battle of the Sexes,0.47207303974221265,0.44649446494464945,0.3333333333333333,0.7204301075268816,0.02033333333333333,0.1,0.0,0.0,0.05,0.95,0.4,0.0,0.2,0.0,0.9,0.05,0.1,0.0,1.0,0.8,0.9,0.0,0.15,0.2,0.05,0.0,0.6,0.5,0.0,0.75,0.05,0.0,0.0
4777,Return to Me,0.46294307196562834,0.42435424354243545,0.6666666666666666,0.7526881720430108,0.007666666666666666,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
4778,To the Wonder,0.46938775510204084,0.4132841328413284,0.6666666666666666,0.6236559139784945,0.01,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
4779,Punisher: War Zone,0.4672395273899033,0.3800738007380074,0.6666666666666666,0.6344086021505376,0.02266666666666667,0.95,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4780,The Last Summer,0.4731471535982814,0.4022140221402214,0.6666666666666666,0.5913978494623655,0.005,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
4781,Ricochet,0.458109559613319,0.3763837638376384,0.6666666666666666,0.6666666666666666,0.007,0.95,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
4782,Circle,0.47099892588614395,0.3210332103321033,0.6666666666666666,0.6451612903225806,0.02266666666666667,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
4783,Girl Lost,0.4715359828141783,0.3505535055350554,0.16666666666666666,0.6559139784946235,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4784,Van Wilder: The Rise of Taj,0.46616541353383456,0.35793357933579334,0.6666666666666666,0.5161290322580645,0.008,0.1,0.15,0.0,0.05,0.0,0.85,0.05,0.2,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.25,0.7,0.0,0.0,0.0,0.0,0.0
4785,Philomena,0.4699248120300752,0.36162361623616235,0.3333333333333333,0.8172043010752688,0.035,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
4786,88 Minutes,0.46670247046186897,0.3985239852398524,0.6666666666666666,0.6344086021505376,0.026333333333333334,0.6,0.05,0.0,0.05,0.1,0.0,0.2,0.0,0.95,0.4,0.0,0.0,0.0,0.95,0.25,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
4787,Becoming Jane,0.46670247046186897,0.44280442804428044,0.3333333333333333,0.7526881720430108,0.022,0.01,0.05,0.0,0.15,0.95,0.1,0.01,0.0,0.0,0.9,0.05,0.05,0.0,0.98,0.8,0.0,0.0,0.35,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0
4788,A Day Without a Mexican,0.46509129967776586,0.36900369003690037,0.6666666666666666,0.5161290322580645,0.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.75,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4789,Get Over It,0.46348012889366275,0.3210332103321033,0.16666666666666666,0.6129032258064516,0.006666666666666667,0.01,0.0,0.0,0.01,0.0,0.7,0.0,0.45,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
