Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The Adventures of Robin Hood,1938,1h 42m,R,7.9,55K,0.95,0.98,0.0,0.15,0.2,0.7,0.1,0.0,0.0,0.85,0.75,0.9,0.6,1.0,0.9,0.0,0.0,0.2,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.05,0.2,0.15,0.95,0.1,0.0
Radio Flyer,1992,1h 54m,R,6.9,14K,0.05,0.2,0.0,0.15,0.0,0.3,0.0,0.1,0.0,0.6,0.0,0.55,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Gunslingers,2025,,G,,,0.95,0.8,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.3,0.2,0.05,0.0,0.95,0.5,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.35,0.0,0.0
Happy Death Day 2U,2019,1h 40m,PG,6.2,89K,0.1,0.05,0.0,0.05,0.0,0.8,0.0,0.75,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.6,0.1,0.0,0.7,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.25,0.1
Killers,2010,1h 40m,PG,5.5,97K,0.75,0.1,0.0,0.05,0.0,0.2,0.9,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.3,0.0,0.0,0.0
Sabotage,2014,1h 49m,R,5.7,67K,0.85,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Cherry 2000,2000,1h 39m,PG,5.6,11K,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honey Boy,2019,1h 34m,R,7.2,42K,0.05,0.0,0.0,0.2,0.95,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother Couch,2023,1h 36m,R,5.3,,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The NeverEnding Story II: The Next Chapter,1990,1h 29m,PG,5.1,28K,0.1,0.65,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.7,0.85,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
A Shot in the Dark,1964,1h 42m,R,7.3,32K,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.85,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.2,0.0
Beyond a Reasonable Doubt,2009,1h 46m,R,5.8,14K,0.05,0.01,0.0,0.03,0.0,0.0,0.75,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.95,0.02,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Christmas with the Campbells,2022,1h 28m,R,5.4,,0.01,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.25,0.0,0.95,0.02,0.98,0.0,0.0,0.0,0.15,0.1,0.02,0.0,0.2,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Rollerball,1975,2h 5m,R,6.5,30K,0.95,0.7,0.0,0.2,0.05,0.1,0.15,0.1,0.0,0.8,0.6,0.05,0.1,0.95,0.15,0.15,0.05,0.1,0.0,0.15,0.05,0.05,0.0,0.85,0.9,0.85,0.05,0.0,0.0,0.0,0.0,0.0
Control,2007,2h 2m,R,7.6,69K,0.0,0.0,0.0,0.3,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strangers,2024,1h 46m,R,4.3,280,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Unborn,2009,1h 28m,PG,4.7,54K,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Macbeth,1971,2h 20m,R,7.4,15K,0.2,0.05,0.0,0.3,0.15,0.0,0.1,0.0,0.0,0.95,0.1,0.0,0.05,0.99,0.8,0.9,0.1,0.15,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
The Last Mimzy,2007,1h 30m,PG,6.2,22K,0.0,0.05,0.9,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.75,1.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
Shut In,2022,1h 29m,R,5.8,11K,0.01,0.01,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Oklahoma!,1955,2h 25m,G,7.0,15K,0.05,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.3,0.4,0.0,1.0,0.3,0.0,0.0,0.9,0.95,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0
The Human Stain,2003,1h 46m,R,6.2,33K,0.05,0.0,0.0,0.2,0.8,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0
To Have and Have Not,1944,1h 40m,R,7.8,39K,0.6,0.3,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.3,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.1,0.0,0.0
Michael Collins,1996,2h 13m,R,7.1,34K,0.1,0.05,0.0,0.15,0.95,0.0,0.05,0.0,0.0,0.9,0.2,0.0,0.0,0.99,0.9,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.8,0.0,0.0,0.95,0.0,0.0
Mr. Smith Goes to Washington,1939,2h 9m,G,8.1,123K,0.05,0.0,0.0,0.1,0.2,0.35,0.0,0.1,0.0,0.8,0.0,0.2,0.0,1.0,0.7,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Light Between Oceans,2016,2h 13m,PG,7.2,61K,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.1,0.0,1.0,0.1,0.3,0.0,0.1,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Doom Generation,1995,1h 23m,G,6.1,18K,0.2,0.0,0.0,0.15,0.0,0.1,0.05,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Kiss of the Dragon,2001,1h 38m,R,6.6,67K,0.2,0.3,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.1,0.6,0.95,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0
Werewolves Within,2021,1h 37m,R,6.0,26K,0.7,0.2,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.85,1.0,0.0,0.0,0.95,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.25,0.0,0.0,0.0
The Last Detail,1973,1h 44m,R,7.5,29K,0.1,0.0,0.0,0.15,0.05,0.85,0.2,0.9,0.0,0.75,0.0,0.1,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Babes in Toyland,1961,1h 46m,R,6.1,,0.1,0.75,0.95,0.2,0.0,0.6,0.0,0.15,0.0,0.25,0.05,0.9,0.8,1.0,0.0,0.0,0.05,0.85,0.98,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0
Purple Rain,1984,1h 51m,R,6.5,25K,0.75,0.2,0.0,0.6,0.4,0.1,0.05,0.0,0.0,0.8,0.3,0.15,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Crush,2022,1h 33m,R,6.3,10K,0.05,0.01,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slumberland,2022,1h 57m,PG,6.7,34K,0.2,0.6,0.7,0.15,0.0,0.4,0.0,0.0,0.0,0.55,0.05,0.8,0.9,1.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.1,0.05
Seconds,1966,1h 46m,R,7.6,23K,0.2,0.05,0.0,0.4,0.15,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Funhouse,1981,1h 36m,R,5.9,17K,0.05,0.0,0.0,0.6,0.0,0.1,0.0,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Jesus Christ Superstar,1973,1h 46m,G,7.4,30K,0.05,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.95,0.9,0.9,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disturbing Behavior,1998,1h 24m,R,5.6,26K,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Dual,2022,1h 34m,R,5.8,14K,0.75,0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Big Country,1958,2h 46m,R,7.9,22K,0.2,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.95,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.1,0.0,0.0
Date Movie,2006,1h 23m,PG,2.8,63K,0.05,0.01,0.0,0.0,0.0,0.95,0.05,0.9,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Nobody's Fool,1994,1h 50m,R,7.3,23K,0.05,0.0,0.0,0.05,0.7,0.25,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.1,0.0
Big Jake,1971,1h 50m,PG,7.1,15K,0.7,0.65,0.0,0.1,0.05,0.15,0.05,0.1,0.0,0.5,0.2,0.4,0.0,1.0,0.15,0.25,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.0
Escape to Witch Mountain,1975,1h 37m,G,6.3,12K,0.65,0.95,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.9,0.7,1.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.6
Battle of the Sexes,2017,2h 1m,PG,6.7,61K,0.1,0.0,0.0,0.05,0.95,0.4,0.0,0.2,0.0,0.9,0.05,0.1,0.0,1.0,0.8,0.9,0.0,0.15,0.2,0.05,0.0,0.6,0.5,0.0,0.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Return to Me,2000,1h 55m,R,7.0,23K,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0
To the Wonder,2012,1h 52m,R,5.8,30K,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punisher: War Zone,2008,1h 43m,R,5.9,68K,0.95,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Last Summer,2019,1h 49m,R,5.5,15K,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricochet,1991,1h 42m,R,6.2,21K,0.95,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Circle,2015,1h 27m,R,6.0,68K,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0
Girl Lost,2016,1h 35m,G,6.1,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van Wilder: The Rise of Taj,2006,1h 37m,R,4.8,24K,0.1,0.15,0.0,0.05,0.0,0.85,0.05,0.2,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philomena,2013,1h 38m,PG,7.6,105K,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
88 Minutes,2007,1h 48m,R,5.9,79K,0.6,0.05,0.0,0.05,0.1,0.0,0.2,0.0,0.95,0.4,0.0,0.0,0.0,0.95,0.25,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Becoming Jane,2007,2h,PG,7.0,66K,0.01,0.05,0.0,0.15,0.95,0.1,0.01,0.0,0.0,0.9,0.05,0.05,0.0,0.98,0.8,0.0,0.0,0.35,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.9,0.2,0.0
A Day Without a Mexican,2004,1h 40m,R,4.8,,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.75,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Get Over It,2001,1h 27m,G,5.7,20K,0.01,0.0,0.0,0.01,0.0,0.7,0.0,0.45,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0
Shall We Dance?,2004,1h 46m,PG,6.2,50K,0.05,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.8,0.95,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.95,0.0
The Bonfire of the Vanities,1990,2h 5m,R,5.6,27K,0.05,0.0,0.0,0.2,0.1,0.3,0.1,0.4,0.0,0.8,0.1,0.0,0.0,0.9,0.1,0.2,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Cobbler,2014,1h 39m,PG,5.8,62K,0.1,0.05,0.0,0.15,0.0,0.6,0.05,0.55,0.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.25,0.0
Hell Is for Heroes,1962,1h 30m,R,6.9,,0.75,0.05,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.95,0.0,0.0
After Yang,2021,1h 36m,PG,6.6,24K,0.05,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3
Quo Vadis,1951,2h 51m,R,7.1,17K,0.2,0.3,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.0,0.9,0.8,0.9,0.0,0.2,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
Cult of Chucky,2017,1h 31m,R,5.3,31K,0.2,0.05,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.25,0.0,0.0,0.0
Kung Pow: Enter the Fist,2002,1h 21m,PG,6.2,49K,0.85,0.2,0.0,0.1,0.0,0.95,0.05,0.9,0.0,0.15,0.0,0.1,0.7,1.0,0.05,0.0,0.15,0.1,0.05,0.1,0.0,0.05,0.15,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Noel,2004,1h 36m,PG,6.1,11K,0.01,0.05,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.55,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard to Get,1938,1h 22m,G,6.7,746,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulliver's Travels,2010,1h 25m,G,4.9,75K,0.6,0.85,0.1,0.25,0.05,0.7,0.0,0.0,0.0,0.5,0.3,0.75,0.9,1.0,0.2,0.0,0.05,0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.15,0.0,0.7
Shell,2024,1h 40m,R,6.5,50,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At Eternity's Gate,2018,1h 51m,G,6.9,41K,0.05,0.0,0.0,0.65,0.95,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.9,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Beauty Shop,2005,1h 45m,PG,5.6,19K,0.0,0.0,0.0,0.1,0.0,0.85,0.05,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.6,0.0
Americana,2023,1h 50m,R,6.6,156,0.05,0.1,0.0,0.2,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Hudson Hawk,1991,1h 40m,R,5.7,61K,0.95,0.7,0.0,0.1,0.0,0.9,0.6,0.9,0.0,0.2,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.75,0.65,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.0,0.0,0.0
Pat Garrett & Billy the Kid,1973,2h 2m,G,7.2,22K,0.85,0.2,0.0,0.15,0.95,0.05,0.7,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.9,0.9,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.98,0.0,0.0,0.0,0.0
Boomerang,1992,1h 57m,R,5.6,32K,0.1,0.05,0.0,0.05,0.0,0.8,0.05,0.75,0.0,0.2,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.9,0.0
Poltergeist II: The Other Side,1986,1h 31m,PG,5.7,31K,0.1,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.2,0.25,1.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1
"Hello, Dolly!",1969,2h 26m,G,7.0,17K,0.0,0.0,0.0,0.05,0.05,0.7,0.0,0.1,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.05,0.0,0.95,0.98,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holmes & Watson,2018,1h 30m,PG,3.9,40K,0.05,0.1,0.0,0.01,0.05,0.75,0.15,0.6,0.0,0.2,0.0,0.1,0.0,0.95,0.1,0.1,0.0,0.05,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Without Blood,2024,1h 31m,R,7.3,66,0.2,0.05,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0
Naked Fear,2007,1h 48m,R,5.1,,0.2,0.05,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Palm Swings,2020,1h 35m,Unrated,4.4,,0.01,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.2,0.0
Soft & Quiet,2022,1h 32m,R,6.2,11K,0.01,0.01,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.85,0.0,0.01,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
For Love of the Game,1999,2h 17m,G,6.6,38K,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thoroughbreds,2017,1h 32m,R,6.6,47K,0.05,0.0,0.0,0.2,0.0,0.1,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.0
Devil in a Blue Dress,1995,1h 42m,R,6.8,25K,0.15,0.05,0.0,0.2,0.05,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.7,0.7,0.0,0.1,0.0,0.9,0.98,0.1,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.0,0.0,0.0
The Speedway Murders,2023,1h 41m,R,6.8,298,0.2,0.05,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.1,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Into the Storm,2014,1h 29m,PG,5.8,73K,0.75,0.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.0,0.95,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
A Guide for the Married Man,1967,1h 29m,G,6.6,3K,0.01,0.01,0.0,0.0,0.0,0.75,0.05,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0
